filename,height,width,dimentions
1998_00698614-Figure3-1subFig-3.png,156,129,3
1998_00698616-Figure6-1subFig-4.png,163,165,3
1998_00698616-Figure6-1subFig-5.png,192,165,3
1998_00698617-Figure2-1subFig-2.png,244,267,3
1998_00698617-Figure4-1subFig-1.png,224,284,3
1998_00698617-Figure5-1subFig-1.png,302,501,3
1998_00698617-Figure7-1subFig-1.png,298,411,3
1998_00698621-Figure2-1subFig-2.png,145,167,3
1998_00698621-Figure3-1subFig-8.png,146,167,3
1998_00698622-Figure1-1subFig-1.png,274,409,3
1998_00698622-Figure3-1subFig-1.png,275,363,3
1998_00698622-Figure4-1subFig-1.png,142,216,3
1998_00698622-Figure4-1subFig-2.png,162,224,3
1998_00698622-Figure6-1subFig-1.png,247,331,3
1998_00698623-Figure1-1subFig-1.png,380,493,3
1998_00698623-Figure4-1subFig-1.png,202,446,3
1998_00698623-Figure8-1subFig-4.png,127,98,3
1998_00698624-Figure13-1subFig-1.png,140,175,3
1998_00698624-Figure13-1subFig-2.png,140,271,3
1998_00698624-Figure14-1subFig-1.png,171,237,3
1998_00698624-Figure14-1subFig-2.png,170,252,3
1998_00698624-Figure14-1subFig-3.png,167,225,3
1998_00698624-Figure14-1subFig-4.png,169,170,3
1998_00698624-Figure14-1subFig-5.png,171,170,3
1998_00698624-Figure14-1subFig-6.png,171,170,3
1998_00698624-Figure15-1subFig-1.png,156,247,3
1998_00698624-Figure15-1subFig-2.png,165,195,3
1998_00698624-Figure3-1subFig-2.png,121,121,3
1998_00698624-Figure3-1subFig-4.png,121,121,3
1998_00698624-Figure5-1subFig-1.png,200,183,3
1998_00698624-Figure9-1subFig-1.png,371,411,3
1998_00698624-Figure9-1subFig-2.png,158,238,3
1998_00698624-Figure9-1subFig-3.png,158,158,3
1998_00698625-Figure1-1subFig-1.png,297,315,3
1998_00698625-Figure2-1subFig-2.png,164,140,3
1998_00698625-Figure6-1subFig-1.png,338,339,3
1998_00698625-Figure7-1subFig-1.png,344,362,3
1998_00698625-Figure8-1subFig-1.png,209,498,3
1998_00698626-Figure1-1subFig-3.png,181,163,3
1998_00698626-Figure2-1subFig-1.png,163,165,3
1998_00698626-Figure2-1subFig-2.png,184,165,3
1998_00698626-Figure3-1subFig-14.png,241,193,3
1998_00698626-Table1-1subFig-1.png,133,650,3
1998_00698627-Figure3-1subFig-1.png,189,132,3
1998_00698627-Figure3-1subFig-2.png,186,131,3
1998_00698627-Figure4-1subFig-2.png,149,225,3
1998_00698628-Figure10-1subFig-1.png,150,234,3
1998_00698628-Figure12-1subFig-1.png,150,150,3
1998_00698628-Figure7-1subFig-2.png,180,180,3
1998_00698629-Figure7-1subFig-1.png,108,271,3
1998_00698629-Figure9-1subFig-1.png,223,223,3
1998_00698630-Figure3-1subFig-1.png,257,251,3
1998_00698631-Figure2-1subFig-1.png,157,210,3
1998_00698633-Figure1-1subFig-3.png,115,292,3
1998_00698633-Figure4-1subFig-1.png,217,762,3
1998_00698635-Figure5-1subFig-2.png,154,150,3
1998_00698635-Figure5-1subFig-3.png,154,150,3
1998_00698635-Figure5-1subFig-6.png,155,150,3
1998_00698635-Figure6-1subFig-1.png,108,114,3
1998_00698635-Figure6-1subFig-3.png,108,109,3
1998_00698635-Figure6-1subFig-4.png,108,106,3
1998_00698635-Figure6-1subFig-5.png,132,114,3
1998_00698635-Figure6-1subFig-6.png,132,110,3
1998_00698635-Figure8-1subFig-2.png,172,171,3
1998_00698635-Figure8-1subFig-3.png,172,172,3
1998_00698636-Figure6-1subFig-1.png,320,424,3
1998_00698636-Figure6-1subFig-4.png,321,425,3
1998_00698637-Figure1-1subFig-1.png,447,550,3
1998_00698637-Figure2-1subFig-1.png,527,342,3
1998_00698638-Figure1-1subFig-1.png,244,981,3
1998_00698639-Figure2-1subFig-1.png,163,204,3
1998_00698639-Figure2-1subFig-4.png,161,188,3
1998_00698639-Figure2-1subFig-5.png,163,190,3
1998_00698639-Table1-1subFig-1.png,182,519,3
1998_00698640-Figure3-1subFig-1.png,323,224,3
1998_00698640-Figure5-1subFig-1.png,156,239,3
1998_00698641-Figure2-1subFig-1.png,222,171,3
1998_00698641-Figure4-1subFig-1.png,309,860,3
1998_00698642-Figure1-1subFig-1.png,274,293,3
1998_00698647-Figure1-1subFig-1.png,282,381,3
1998_00698648-Figure1-1subFig-1.png,235,354,3
1998_00698649-Figure1-1subFig-1.png,176,351,3
1998_00698649-Figure2-1subFig-1.png,110,497,3
1998_00698650-Figure1-1subFig-1.png,225,339,3
1998_00698650-Figure2-1subFig-2.png,319,480,3
1998_00698651-Figure3-1subFig-1.png,208,465,3
1998_00698652-Figure7-1subFig-2.png,182,150,3
1998_00698654-Figure6-1subFig-1.png,299,236,3
1998_00698654-Table2-1subFig-1.png,181,480,3
1998_00698655-Figure1-1subFig-1.png,151,142,3
1998_00698655-Figure2-1subFig-2.png,222,130,3
1998_00698655-Figure5-1subFig-1.png,254,225,3
1998_00698656-Figure1-1subFig-1.png,306,406,3
1998_00698657-Figure5-1subFig-2.png,119,236,3
1998_00698657-Figure8-1subFig-1.png,230,233,3
1998_00698658-Figure4-1subFig-1.png,175,175,3
1998_00698658-Figure4-1subFig-2.png,175,175,3
1998_00698659-Figure2-1subFig-1.png,169,224,3
1998_00698659-Figure2-1subFig-2.png,169,225,3
1998_00698660-Figure2-1subFig-1.png,294,407,3
1998_00698661-Figure1-1subFig-1.png,296,472,3
1998_00698661-Table1-1subFig-1.png,181,512,3
1998_00698663-Figure2-1subFig-1.png,119,139,3
1998_00698663-Figure2-1subFig-12.png,116,138,3
1998_00698663-Figure2-1subFig-4.png,119,140,3
1998_00698664-Table1-1subFig-1.png,159,363,3
1998_00698665-Figure2-1subFig-1.png,314,440,3
1998_00698667-Figure1-1subFig-1.png,439,451,3
1998_00698667-Figure3-1subFig-4.png,199,286,3
1998_00698670-Figure4-1subFig-1.png,309,300,3
1998_00698670-Figure6-1subFig-1.png,307,374,3
1998_00698670-Figure6-1subFig-2.png,308,374,3
1998_00698670-Figure8-1subFig-1.png,242,299,3
1998_00698673-Figure2-1subFig-3.png,369,510,3
1998_00698675-Figure6-1subFig-2.png,207,233,3
1998_00698677-Figure5-1subFig-1.png,149,199,3
1998_00698677-Figure6-1subFig-2.png,189,284,3
1998_00698678-Figure2-1subFig-1.png,227,334,3
1998_00698678-Figure6-1subFig-1.png,222,274,3
1998_00698678-Figure7-1subFig-3.png,109,236,3
1998_00698678-Figure7-1subFig-6.png,135,224,3
1998_00698679-Figure5-1subFig-2.png,181,176,3
1998_00698680-Figure1-1subFig-4.png,264,199,3
1998_00698680-Figure4-1subFig-1.png,361,319,3
1998_00698680-Figure5-1subFig-1.png,280,319,3
1998_00698681-Figure1-1subFig-1.png,113,131,3
1998_00698681-Figure2-1subFig-1.png,204,209,3
1998_00698681-Figure2-1subFig-3.png,160,208,3
1998_00698681-Figure2-1subFig-4.png,158,209,3
1998_00698681-Figure2-1subFig-6.png,204,210,3
1998_00698681-Figure2-1subFig-7.png,160,208,3
1998_00698681-Figure2-1subFig-8.png,158,210,3
1998_00698681-Figure5-1subFig-3.png,123,101,3
1998_00698681-Figure6-1subFig-3.png,165,227,3
1998_00698681-Figure6-1subFig-4.png,164,228,3
1998_00698681-Figure6-1subFig-7.png,160,177,3
1998_00698681-Figure6-1subFig-8.png,161,177,3
1998_00698681-Figure8-1subFig-1.png,170,147,3
1998_00698681-Figure8-1subFig-2.png,158,147,3
1998_00698681-Figure8-1subFig-3.png,170,148,3
1998_00698681-Figure8-1subFig-5.png,170,147,3
1998_00698682-Figure10-1subFig-1.png,369,448,3
1998_00698683-Figure1-1subFig-2.png,142,147,3
1998_00698683-Figure1-1subFig-4.png,142,148,3
1998_00698683-Figure1-1subFig-5.png,142,148,3
1998_00698684-Figure1-1subFig-1.png,177,469,3
1998_00698684-Table1-1subFig-1.png,104,491,3
1998_00698687-Figure1-1subFig-1.png,149,191,3
1998_00698688-Figure1-1subFig-1.png,339,340,3
1998_00698688-Figure10-1subFig-1.png,294,369,3
1998_00698688-Figure9-1subFig-1.png,281,347,3
1998_00698689-Figure6-1subFig-1.png,375,458,3
1998_00698689-Table1-1subFig-1.png,122,373,3
1998_00698691-Table1-1subFig-1.png,191,410,3
1998_00698692-Figure2-1subFig-1.png,161,414,3
1998_00698692-Figure2-1subFig-2.png,124,325,3
1998_00698692-Figure2-1subFig-3.png,143,172,3
1998_00698692-Figure2-1subFig-4.png,143,142,3
1998_00698692-Figure6-1subFig-1.png,244,311,3
1998_00698697-Figure3-1subFig-1.png,326,410,3
1998_00698697-Figure4-1subFig-1.png,151,132,3
1998_00698697-Figure4-1subFig-2.png,151,158,3
1998_00698697-Figure5-1subFig-1.png,334,408,3
1998_00698697-Figure6-1subFig-1.png,125,181,3
1998_00698697-Table1-1subFig-1.png,186,374,3
1998_00698699-Figure7-1subFig-1.png,206,170,3
1998_00698699-Figure7-1subFig-2.png,170,171,3
1998_00698700-Figure1-1subFig-1.png,125,183,3
1998_00698700-Figure1-1subFig-2.png,124,183,3
1998_00698700-Figure1-1subFig-4.png,125,182,3
1998_00698700-Figure1-1subFig-5.png,125,183,3
1998_00698700-Figure1-1subFig-6.png,125,183,3
1998_00698700-Figure2-1subFig-1.png,364,466,3
1998_00698700-Figure3-1subFig-1.png,358,465,3
1998_00698701-Figure2-1subFig-1.png,331,442,3
1998_00698701-Figure3-1subFig-1.png,333,442,3
1998_00698701-Figure4-1subFig-1.png,335,442,3
1998_00698702-Figure1-1subFig-1.png,194,259,3
1998_00698702-Figure2-1subFig-1.png,146,146,3
1998_00698702-Figure2-1subFig-2.png,146,147,3
1998_00698702-Figure2-1subFig-3.png,146,146,3
1998_00698702-Figure2-1subFig-4.png,147,146,3
1998_00698702-Figure2-1subFig-6.png,147,146,3
1998_00698702-Figure2-1subFig-7.png,146,146,3
1998_00698705-Figure3-1subFig-1.png,207,313,3
1998_00698705-Table3-1subFig-1.png,210,461,3
1998_00698707-Figure3-1subFig-2.png,369,477,3
1998_00698708-Figure1-1subFig-1.png,233,330,3
1998_00698708-Figure2-1subFig-1.png,301,375,3
1998_00698709-Figure4-1subFig-1.png,178,195,3
1998_00698709-Figure4-1subFig-2.png,177,195,3
1998_00698709-Figure5-1subFig-1.png,265,351,3
1998_00698709-Figure6-1subFig-1.png,224,498,3
1998_00698709-Figure9-1subFig-1.png,267,330,3
1998_00698711-Figure2-1subFig-1.png,234,478,3
1998_00698711-Figure3-1subFig-1.png,156,478,3
1998_00698712-Figure4-1subFig-4.png,276,106,3
1998_00698712-Figure5-1subFig-2.png,230,151,3
1998_00698712-Figure7-1subFig-1.png,195,241,3
1998_00698713-Figure10-1subFig-2.png,109,156,3
1998_00698713-Figure5-1subFig-3.png,151,148,3
1998_00698713-Figure5-1subFig-4.png,180,151,3
1998_00698713-Figure6-1subFig-1.png,129,148,3
1998_00698713-Figure6-1subFig-2.png,158,148,3
1998_00698713-Figure7-1subFig-1.png,129,148,3
1998_00698713-Figure7-1subFig-2.png,158,148,3
1998_00698714-Figure5-1subFig-1.png,317,440,3
1998_00698714-Figure6-1subFig-1.png,317,438,3
1998_00698717-Figure4-1subFig-4.png,263,225,3
1998_00698718-Figure4-1subFig-1.png,290,325,3
1998_00698719-Figure5-1subFig-2.png,139,213,3
1998_00698719-Figure7-1subFig-1.png,276,380,3
1998_00698719-Figure9-1subFig-1.png,225,386,3
2000_00854723-Figure11-1subFig-1.png,120,120,3
2000_00854727-Figure2-1subFig-1.png,214,232,3
2000_00854727-Figure2-1subFig-2.png,102,232,3
2000_00854727-Figure2-1subFig-3.png,142,230,3
2000_00854727-Figure5-1subFig-1.png,128,465,3
2000_00854727-Figure5-1subFig-2.png,129,466,3
2000_00854727-Figure6-1subFig-1.png,128,465,3
2000_00854727-Figure6-1subFig-2.png,128,459,3
2000_00854727-Figure8-1subFig-1.png,128,465,3
2000_00854727-Figure8-1subFig-2.png,129,465,3
2000_00854727-Figure9-1subFig-1.png,127,459,3
2000_00854727-Figure9-1subFig-2.png,129,457,3
2000_00854728-Figure2-1subFig-1.png,246,169,3
2000_00854728-Figure2-1subFig-2.png,248,237,3
2000_00854728-Figure3-1subFig-1.png,240,377,3
2000_00854730-Figure10-1subFig-1.png,265,484,3
2000_00854730-Figure2-1subFig-1.png,105,295,3
2000_00854730-Figure3-1subFig-1.png,121,294,3
2000_00854730-Figure4-1subFig-1.png,172,491,3
2000_00854730-Figure5-1subFig-1.png,152,294,3
2000_00854730-Figure6-1subFig-1.png,283,491,3
2000_00854733-Figure4-1subFig-20.png,110,109,3
2000_00854733-Figure4-1subFig-21.png,114,109,3
2000_00854733-Figure5-1subFig-1.png,108,144,3
2000_00854733-Figure5-1subFig-2.png,109,145,3
2000_00854733-Figure5-1subFig-3.png,109,145,3
2000_00854737-Figure4-1subFig-1.png,185,243,3
2000_00854737-Figure4-1subFig-3.png,185,243,3
2000_00854737-Figure5-1subFig-1.png,182,288,3
2000_00854737-Figure7-1subFig-3.png,184,245,3
2000_00854737-Figure8-1subFig-1.png,202,217,3
2000_00854737-Figure8-1subFig-2.png,203,217,3
2000_00854737-Table1-1subFig-1.png,182,319,3
2000_00854737-Table2-1subFig-1.png,206,487,3
2000_00854739-Figure2-1subFig-1.png,169,110,3
2000_00854739-Figure2-1subFig-2.png,108,106,3
2000_00854739-Figure3-1subFig-1.png,276,439,3
2000_00854739-Figure4-1subFig-3.png,399,499,3
2000_00854739-Figure4-1subFig-5.png,399,499,3
2000_00854739-Figure5-1subFig-2.png,160,240,3
2000_00854742-Figure1-1subFig-1.png,212,401,3
2000_00854742-Table1-1subFig-1.png,276,437,3
2000_00854744-Figure2-1subFig-5.png,110,103,3
2000_00854744-Figure7-1subFig-1.png,322,402,3
2000_00854744-Table2-1subFig-1.png,206,814,3
2000_00854744-Table3-1subFig-1.png,130,480,3
2000_00854749-Figure2-1subFig-1.png,267,331,3
2000_00854754-Figure6-1subFig-3.png,291,291,3
2000_00854755-Figure11-1subFig-4.png,115,154,3
2000_00854755-Figure11-1subFig-7.png,115,154,3
2000_00854755-Figure12-1subFig-2.png,157,188,3
2000_00854755-Figure7-1subFig-2.png,157,193,3
2000_00854756-Figure1-1subFig-1.png,173,175,3
2000_00854756-Figure12-1subFig-2.png,247,235,3
2000_00854756-Figure4-1subFig-1.png,798,479,3
2000_00854756-Figure7-1subFig-1.png,192,236,3
2000_00854756-Figure8-1subFig-1.png,172,383,3
2000_00854756-Table1-1subFig-1.png,277,488,3
2000_00854760-Figure4-1subFig-1.png,298,462,3
2000_00854764-Figure1-1subFig-1.png,277,335,3
2000_00854764-Figure2-1subFig-1.png,263,324,3
2000_00854764-Figure2-1subFig-2.png,266,321,3
2000_00854764-Figure3-1subFig-2.png,266,327,3
2000_00854764-Figure4-1subFig-1.png,121,225,3
2000_00854767-Figure1-1subFig-6.png,180,240,3
2000_00854770-Figure1-1subFig-1.png,298,484,3
2000_00854770-Figure2-1subFig-1.png,297,228,3
2000_00854770-Figure2-1subFig-2.png,297,247,3
2000_00854775-Figure5-1subFig-4.png,239,224,3
2000_00854777-Figure3-1subFig-1.png,353,285,3
2000_00854780-Figure2-1subFig-1.png,242,270,3
2000_00854780-Figure8-1subFig-1.png,264,298,3
2000_00854784-Figure7-1subFig-2.png,180,237,3
2000_00854787-Figure4-1subFig-1.png,323,271,3
2000_00854787-Table1-1subFig-1.png,203,511,3
2000_00854794-Figure5-1subFig-1.png,505,543,3
2000_00854794-Figure5-1subFig-2.png,504,512,3
2000_00854796-Figure4-1subFig-1.png,213,180,3
2000_00854796-Figure6-1subFig-3.png,141,144,3
2000_00854796-Figure7-1subFig-3.png,361,599,3
2000_00854798-Figure2-1subFig-1.png,146,204,3
2000_00854798-Table2-1subFig-1.png,229,485,3
2000_00854804-Figure2-1subFig-1.png,205,219,3
2000_00854804-Figure2-1subFig-2.png,169,200,3
2000_00854804-Figure4-1subFig-1.png,227,237,3
2000_00854804-Table1-1subFig-1.png,185,450,3
2000_00854805-Figure3-1subFig-3.png,177,122,3
2000_00854805-Figure3-1subFig-4.png,177,122,3
2000_00854805-Figure3-1subFig-5.png,177,122,3
2000_00854805-Figure3-1subFig-7.png,177,177,3
2000_00854805-Figure3-1subFig-8.png,177,122,3
2000_00854805-Figure3-1subFig-9.png,177,122,3
2000_00854805-Table1-1subFig-1.png,280,1006,3
2000_00854807-Figure1-1subFig-1.png,225,450,3
2000_00854807-Figure3-1subFig-2.png,116,115,3
2000_00854807-Figure4-1subFig-1.png,1033,507,3
2000_00854807-Figure5-1subFig-1.png,347,454,3
2000_00854807-Figure5-1subFig-2.png,346,454,3
2000_00854809-Figure3-1subFig-1.png,220,203,3
2000_00854809-Figure8-1subFig-1.png,272,321,3
2000_00854809-Figure8-1subFig-3.png,272,314,3
2000_00854813-Figure5-1subFig-1.png,365,459,3
2000_00854815-Figure1-1subFig-1.png,138,207,3
2000_00854815-Figure5-1subFig-1.png,313,157,3
2000_00854815-Figure5-1subFig-2.png,297,203,3
2000_00854819-Figure3-1subFig-1.png,291,370,3
2000_00854819-Figure6-1subFig-1.png,282,368,3
2000_00854819-Table1-1subFig-1.png,253,418,3
2000_00854838-Figure4-1subFig-1.png,324,538,3
2000_00854840-Figure11-1subFig-2.png,128,171,3
2000_00854840-Figure2-1subFig-1.png,224,447,3
2000_00854845-Figure2-1subFig-1.png,589,431,3
2000_00854845-Figure5-1subFig-3.png,237,420,3
2000_00854847-Figure2-1subFig-1.png,294,324,3
2000_00854847-Figure2-1subFig-2.png,294,326,3
2000_00854847-Figure2-1subFig-5.png,311,326,3
2000_00854847-Figure2-1subFig-6.png,311,326,3
2000_00854849-Figure10-1subFig-1.png,362,460,3
2000_00854849-Figure13-1subFig-1.png,264,332,3
2000_00854849-Figure14-1subFig-1.png,264,331,3
2000_00854849-Figure3-1subFig-1.png,261,332,3
2000_00854849-Figure4-1subFig-1.png,261,335,3
2000_00854849-Figure5-1subFig-1.png,260,333,3
2000_00854852-Figure6-1subFig-10.png,223,151,3
2000_00854852-Figure6-1subFig-4.png,223,171,3
2000_00854852-Figure6-1subFig-9.png,222,151,3
2000_00854854-Figure1-1subFig-3.png,126,73,3
2000_00854854-Figure1-1subFig-4.png,126,99,3
2000_00854854-Figure12-1subFig-1.png,234,192,3
2000_00854854-Figure12-1subFig-3.png,140,240,3
2000_00854854-Figure2-1subFig-2.png,190,318,3
2000_00854854-Figure3-1subFig-1.png,189,476,3
2000_00854854-Figure4-1subFig-1.png,285,418,3
2000_00854854-Figure6-1subFig-1.png,332,291,3
2000_00854854-Figure7-1subFig-1.png,357,447,3
2000_00854854-Figure8-1subFig-1.png,392,479,3
2000_00854854-Figure9-1subFig-1.png,265,448,3
2000_00854857-Figure1-1subFig-5.png,441,883,3
2000_00854857-Figure1-1subFig-6.png,236,315,3
2000_00854857-Figure1-1subFig-8.png,236,315,3
2000_00854857-Figure2-1subFig-1.png,183,161,3
2000_00854857-Figure6-1subFig-1.png,311,296,3
2000_00854859-Figure3-1subFig-1.png,320,457,3
2000_00854862-Figure1-1subFig-1.png,300,443,3
2000_00854862-Figure2-1subFig-1.png,263,486,3
2000_00854862-Figure3-1subFig-1.png,274,434,3
2000_00854862-Figure6-1subFig-1.png,323,448,3
2000_00854862-Figure7-1subFig-2.png,217,202,3
2000_00854862-Table1-1subFig-1.png,208,488,3
2000_00854870-Figure10-1subFig-1.png,197,236,3
2000_00854870-Figure10-1subFig-2.png,198,236,3
2000_00854870-Figure2-1subFig-3.png,201,234,3
2000_00854870-Figure7-1subFig-1.png,151,129,3
2000_00854870-Figure7-1subFig-2.png,174,125,3
2000_00854870-Figure7-1subFig-3.png,162,130,3
2000_00854870-Figure7-1subFig-4.png,197,127,3
2000_00854870-Figure7-1subFig-5.png,160,127,3
2000_00854870-Figure7-1subFig-6.png,208,131,3
2000_00854877-Figure1-1subFig-2.png,271,229,3
2000_00854877-Figure1-1subFig-3.png,225,222,3
2000_00854877-Figure5-1subFig-3.png,230,228,3
2000_00854877-Figure6-1subFig-1.png,269,296,3
2000_00854877-Figure7-1subFig-1.png,227,222,3
2000_00854877-Figure7-1subFig-2.png,227,223,3
2000_00854877-Figure7-1subFig-3.png,227,222,3
2000_00854881-Figure3-1subFig-2.png,157,198,3
2000_00854883-Figure1-1subFig-1.png,141,283,3
2000_00854883-Figure3-1subFig-2.png,203,300,3
2000_00854883-Figure3-1subFig-5.png,202,300,3
2000_00854886-Figure2-1subFig-1.png,336,481,3
2000_00854886-Figure2-1subFig-2.png,481,481,3
2000_00854890-Figure6-1subFig-1.png,326,323,3
2000_00854892-Figure6-1subFig-1.png,230,171,3
2000_00854892-Figure7-1subFig-1.png,198,254,3
2000_00854894-Figure1-1subFig-1.png,252,359,3
2000_00854897-Figure3-1subFig-1.png,293,302,3
2000_00854897-Figure7-1subFig-2.png,177,236,3
2000_00854899-Figure2-1subFig-1.png,245,342,3
2000_00854901-Figure5-1subFig-2.png,159,251,3
2000_00854903-Figure1-1subFig-1.png,547,451,3
2000_00854903-Figure16-1subFig-9.png,181,229,3
2000_00854903-Figure6-1subFig-2.png,285,265,3
2000_00854903-Figure7-1subFig-1.png,153,305,3
2000_00854907-Figure13-1subFig-2.png,131,148,3
2000_00854907-Figure6-1subFig-1.png,221,198,3
2000_00854907-Figure6-1subFig-2.png,221,196,3
2000_00854907-Figure9-1subFig-1.png,129,173,3
2000_00854907-Figure9-1subFig-3.png,129,173,3
2000_00854911-Figure1-1subFig-1.png,371,939,3
2000_00854916-Figure1-1subFig-1.png,272,367,3
2000_00854916-Figure5-1subFig-2.png,140,146,3
2000_00854916-Figure5-1subFig-3.png,138,146,3
2000_00854916-Figure6-1subFig-1.png,352,464,3
2000_00854916-Figure7-1subFig-1.png,344,196,3
2000_00854916-Figure7-1subFig-2.png,344,196,3
2000_00854918-Figure2-1subFig-1.png,164,417,3
2000_00854920-Table1-1subFig-1.png,161,347,3
2000_00854924-Figure2-1subFig-1.png,424,385,3
2000_00854924-Figure5-1subFig-1.png,416,448,3
2000_00854924-Figure6-1subFig-1.png,797,470,3
2000_00854929-Figure1-1subFig-1.png,239,173,3
2000_00854929-Figure1-1subFig-2.png,238,174,3
2000_00854929-Figure14-1subFig-1.png,297,289,3
2000_00854929-Figure17-1subFig-1.png,202,197,3
2000_00854929-Figure17-1subFig-2.png,202,198,3
2000_00854929-Figure7-1subFig-1.png,298,289,3
2000_00854930-Figure3-1subFig-1.png,274,241,3
2000_00854930-Figure3-1subFig-2.png,274,241,3
2000_00854930-Figure3-1subFig-3.png,273,241,3
2000_00854930-Figure3-1subFig-4.png,273,241,3
2000_00854930-Figure6-1subFig-1.png,245,199,3
2000_00854930-Figure6-1subFig-2.png,243,201,3
2000_00854932-Figure1-1subFig-1.png,153,157,3
2000_00854932-Figure9-1subFig-2.png,206,189,3
2000_00854933-Figure2-1subFig-7.png,167,174,3
2000_00854933-Figure6-1subFig-2.png,150,160,3
2000_00854933-Figure6-1subFig-3.png,150,162,3
2000_00854933-Figure6-1subFig-6.png,186,159,3
2000_00854933-Figure7-1subFig-2.png,150,157,3
2000_00854933-Figure7-1subFig-3.png,150,158,3
2000_00854933-Figure7-1subFig-5.png,189,155,3
2000_00854933-Figure7-1subFig-6.png,189,157,3
2000_00854933-Figure8-1subFig-1.png,150,162,3
2000_00854933-Figure8-1subFig-2.png,150,149,3
2000_00854933-Figure9-1subFig-3.png,147,161,3
2000_00854933-Figure9-1subFig-6.png,190,159,3
2000_00854938-Figure1-1subFig-1.png,178,471,3
2000_00854938-Figure3-1subFig-7.png,206,295,3
2000_00854938-Figure4-1subFig-1.png,180,294,3
2000_00854938-Figure4-1subFig-3.png,180,295,3
2000_00854938-Figure4-1subFig-4.png,179,295,3
2000_00854938-Figure4-1subFig-5.png,164,285,3
2000_00854939-Figure2-1subFig-2.png,175,184,3
